phase,file,line,section,subsection,id,prefix,text,classification
4,phase-4.md,189,"Transaction, concurrency, and schema-integrity requirements",Schema-integrity requirements,SCHEMA-009,SCHEMA,"Choose PostgreSQL enums, check constraints, or lookup tables based on evolution needs. Stable closed values may use enums; frequently changing states generally favor checks or lookup tables. Regardless of representation, application acceptance and database enforcement must remain compatible during rolling deployments.",`CONTEXT-DEPENDENT`
4,phase-4.md,190,"Transaction, concurrency, and schema-integrity requirements",Schema-integrity requirements,SCHEMA-010,SCHEMA,"Treat extension installation and version changes as migrations. Verify availability, privileges, version, managed-service support, environment parity, upgrade behavior, and reversibility before depending on `pgcrypto`, `citext`, `uuid-ossp`, `pg_trgm`, or other extensions. No listed extension is automatically required.",`STRONGLY RECOMMENDED`
4,phase-4.md,215,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-001,QUERY,"Add non-constraint indexes only for demonstrated query, sorting, join, or maintenance patterns. Evidence must include representative SQL, data distribution, plan, frequency, latency/resource objective, and measured improvement.",`STRONGLY RECOMMENDED`
4,phase-4.md,216,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-002,QUERY,"Evaluate indexes on foreign-key referencing columns and frequent relation lookups, but do not assume PostgreSQL creates them automatically. Add them where delete/update checks, joins, or filtering demonstrate need.",`STRONGLY RECOMMENDED`
4,phase-4.md,217,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-003,QUERY,"Design multicolumn indexes around actual equality, range, and ordering predicates; verify column order. Use partial indexes only when query predicates reliably imply the index predicate, and expression indexes for stable normalized lookups such as case-folded email where justified.",`CONTEXT-DEPENDENT`
4,phase-4.md,218,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-004,QUERY,"Use B-tree for ordinary equality/range/order cases unless another access method is demonstrated. GIN, GiST, trigram, and full-text capabilities require a defined operator/query pattern, extension availability where applicable, write-cost evaluation, and production-like plan tests.",`CONTEXT-DEPENDENT`
4,phase-4.md,219,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-005,QUERY,"Review critical queries with `EXPLAIN`; use `EXPLAIN ANALYZE` only where executing the statement is safe, preferably in a controlled environment or inside a rollbackable transaction when side effects are fully understood. Include buffers and actual-versus-estimated rows where needed.",`STRONGLY RECOMMENDED`
4,phase-4.md,220,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-006,QUERY,"Establish ORM query budgets for high-volume paths and test for N+1 loading. Choose lazy, select-in, joined, or explicit projection loading based on cardinality and response needs; avoid materializing large object graphs or columns not returned.",`STRONGLY RECOMMENDED`
4,phase-4.md,221,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-007,QUERY,"Verify that autovacuum and statistics collection are enabled and effective, and monitor stale statistics, dead tuples, long transactions, and query-level execution data. Consider `pg_stat_statements` only after confirming extension availability, privacy implications, and configuration.",`STRONGLY RECOMMENDED`
4,phase-4.md,222,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-008,QUERY,"Use keyset/cursor pagination for large or frequently changing ordered datasets when deep offsets would be expensive or inconsistent. The order must be total and stable, normally business sort columns plus a unique tie-breaker; cursor filters must reproduce that lexicographic order.",`STRONGLY RECOMMENDED` for large mutable feeds; otherwise `CONTEXT-DEPENDENT`
4,phase-4.md,223,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-009,QUERY,Cursor contents must be validated against allowed sort/filter context and protected against undetected tampering when they carry authoritative continuation state. A cursor must not permit arbitrary SQL identifiers or bypass authorization filters.,`REQUIRED` when the cursor is client-controlled
4,phase-4.md,224,"Query, indexing, pagination, and database-security requirements",Query and indexing requirements,QUERY-010,QUERY,Build indexes on live large tables using a rehearsed method that accounts for lock behavior. `CREATE INDEX CONCURRENTLY` reduces write blocking but has special transaction and failure behavior; detect and remediate invalid indexes after failure.,`STRONGLY RECOMMENDED` for large active tables
4,phase-4.md,262,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-001,DBSEC,"Bind every untrusted scalar value through SQLAlchemy/driver parameters, including textual SQL. Do not construct SQL by concatenating user input, including search values, JSON values, or migration data.",`REQUIRED`
4,phase-4.md,263,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-002,DBSEC,"Dynamic identifiers and syntax that cannot be bind parameters—column names, table names, operators, sort direction, selected JSON path structure—must be chosen from a fixed application allowlist or constructed with trusted SQLAlchemy/Psycopg identifier APIs.",`REQUIRED`
4,phase-4.md,264,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-003,DBSEC,"The runtime application role must not be a PostgreSQL superuser, database owner, schema owner, or unrestricted migration role. Grant only the object and sequence privileges required by runtime operations.",`REQUIRED`
4,phase-4.md,265,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-004,DBSEC,"Separate runtime, migration/DDL, read-only reporting, and emergency administration capabilities where their privileges differ. A separate background-worker role is required only when workers genuinely need a different privilege set.",`STRONGLY RECOMMENDED`
4,phase-4.md,266,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-005,DBSEC,"Revoke unneeded `CREATE` privileges on application-visible schemas, control ownership and default privileges, and configure a trusted `search_path`. Do not place schemas writable by untrusted roles ahead of trusted schemas.",`REQUIRED` in multi-role environments
4,phase-4.md,267,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-006,DBSEC,"Redact credentials, tokens, personal data, payment metadata, and sensitive bind values from SQL, connection, exception, and migration logs. Error responses must not expose raw database statements, schema details, or credentials.",`REQUIRED`
4,phase-4.md,268,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-007,DBSEC,"Consider row-level security only when database-enforced row scoping provides meaningful defense across trusted application paths. If used, test owner and `BYPASSRLS` behavior, policy coverage for every command, migration effects, and operational/reporting access.",`CONTEXT-DEPENDENT`
4,phase-4.md,269,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-008,DBSEC,"Keep development, test, staging, and production credentials and databases separate. Direct developer production access must be time-bounded, attributable, least privileged, and governed by an emergency-access process.",`STRONGLY RECOMMENDED`
4,phase-4.md,270,"Query, indexing, pagination, and database-security requirements",Database-security requirements,DBSEC-009,DBSEC,Extension creation and privileged functions must be restricted to approved migration/administrative roles. Review function execution privileges and security-definer behavior where custom functions exist.,`STRONGLY RECOMMENDED`
4,phase-4.md,276,Alembic migration and deployment-safety requirements,,MIG-001,MIG,Maintain an intentional Alembic revision DAG. Production deployment must identify the expected head or heads; accidental branches must be merged or explicitly supported. Do not edit an already-applied revision to change production history.,`REQUIRED`
4,phase-4.md,277,Alembic migration and deployment-safety requirements,,MIG-002,MIG,"Manually review every generated migration against the intended schema and PostgreSQL operational behavior. Verify names, types, defaults, constraints, indexes, destructive operations, server expressions, extension dependencies, and data preservation.",`REQUIRED`
4,phase-4.md,278,Alembic migration and deployment-safety requirements,,MIG-003,MIG,"Use expand-and-contract for changes incompatible with concurrently running old code: add compatible structures, deploy code able to use both forms, backfill/dual-write as needed, switch reads, stop old writers, and only then remove obsolete structures.",`REQUIRED` for rolling deployments or independently deployed workers
4,phase-4.md,279,Alembic migration and deployment-safety requirements,,MIG-004,MIG,"Add a new required column to populated data through a rehearsed staged sequence: add it in a compatible form, backfill existing rows, validate completeness, arrange a safe default/write path, then enforce `NOT NULL`. Do not assume one-step alteration is safe for a large table.",`STRONGLY RECOMMENDED`; `REQUIRED` where old rows or old writers exist
4,phase-4.md,280,Alembic migration and deployment-safety requirements,,MIG-005,MIG,"For new foreign keys or large-table constraints, separate creation and validation where PostgreSQL supports it and where lock/rewrite risk justifies the complexity. Validate existing data before declaring completion.",`STRONGLY RECOMMENDED` for large active tables
4,phase-4.md,281,Alembic migration and deployment-safety requirements,,MIG-006,MIG,"Create large production indexes with the appropriate online strategy. When using PostgreSQL concurrent index creation, run it outside transaction contexts that prohibit it, monitor both phases, and detect invalid indexes left by failure before retrying or attaching a constraint.",`REQUIRED` when concurrent creation is selected
4,phase-4.md,282,Alembic migration and deployment-safety requirements,,MIG-007,MIG,"Treat long data backfills as resumable jobs unless a single migration transaction has been proven safe at production scale. Batch by a stable key, record progress, make updates idempotent, validate counts and invariants, and tolerate interruption.",`STRONGLY RECOMMENDED`
4,phase-4.md,283,Alembic migration and deployment-safety requirements,,MIG-008,MIG,"Test upgrades from both an empty database and a production-like current schema. Also test the full migration chain, expected heads, model/schema comparison, data preservation, constraints, indexes, extension parity, and the exact PostgreSQL major version intended for production.",`REQUIRED`
4,phase-4.md,284,Alembic migration and deployment-safety requirements,,MIG-009,MIG,"Every migration requires a recovery classification: transactionally reversible, safely downgradeable, forward-fix only, or recoverable only through restore/rebuild. A downgrade is not required when reversal would be destructive or misleading, but irreversibility must be explicit and rehearsed.",`REQUIRED` to classify; exact downgrade `CONTEXT-DEPENDENT`
4,phase-4.md,285,Alembic migration and deployment-safety requirements,,MIG-010,MIG,"Ensure only one coordinated migration execution changes a database lineage at a time, and verify the live Alembic revision before and after deployment. Do not allow competing deployers to race DDL or version-table updates.",`STRONGLY RECOMMENDED`
4,phase-4.md,286,Alembic migration and deployment-safety requirements,,MIG-011,MIG,"Verify extension, collation, encoding, PostgreSQL version, and Alembic/driver parity across development, CI, staging, and production. Migration behavior must be tested against PostgreSQL rather than inferred from SQLite or another database.",`REQUIRED` when the feature is PostgreSQL-specific
4,phase-4.md,287,Alembic migration and deployment-safety requirements,,MIG-012,MIG,"Renames, type changes, enum changes, drops, and table rewrites require explicit compatibility and lock analysis. Destructive cleanup must occur only after old application versions, jobs, webhooks, and rollback paths no longer use the old structure.",`REQUIRED`
4,phase-4.md,288,Alembic migration and deployment-safety requirements,,MIG-013,MIG,"Alembic environment loading must avoid unintended application startup side effects, remote calls, worker creation, or writes. Metadata imports must be deterministic and complete, including multiple metadata collections where intentionally used.",`STRONGLY RECOMMENDED`
4,phase-4.md,289,Alembic migration and deployment-safety requirements,,MIG-014,MIG,"Name constraints and indexes deterministically so that migrations can refer to, alter, and drop them reliably across environments.",`STRONGLY RECOMMENDED`
5,phase-5.md,87,Stripe requirements,,STRIPE-001,STRIPE,"The server must derive the charge amount and currency from trusted booking, pricing, and credit data; client-supplied totals may be advisory only and must be recomputed.",`REQUIRED`
5,phase-5.md,88,Stripe requirements,,STRIPE-002,STRIPE,"Each logical checkout must have a durable local operation identity linked to at most one active PaymentIntent unless an explicitly recorded replacement occurs. Reuse an existing Intent for a resumed checkout when amount, currency, customer, and business purpose remain compatible.",`REQUIRED`
5,phase-5.md,89,Stripe requirements,,STRIPE-003,STRIPE,PaymentIntent creation and other Stripe POST mutations must use a stable idempotency key tied to the business operation and retained locally through retries. A key must never be reused for a materially different parameter set.,`REQUIRED`
5,phase-5.md,90,Stripe requirements,,STRIPE-004,STRIPE,"Stripe idempotency must be supplemented by local uniqueness and operation-state controls. The database must prevent two local payments, refunds, or administrative actions from representing the same logical operation.",`REQUIRED`
5,phase-5.md,91,Stripe requirements,,STRIPE-005,STRIPE,"A PaymentIntent client secret may be returned only to the authenticated and authorized user associated with that checkout. It must not be logged, embedded in URLs, stored in analytics, included in support screenshots, or exposed to another user.",`REQUIRED`
5,phase-5.md,92,Stripe requirements,,STRIPE-006,STRIPE,Publishable keys may appear in the frontend. Secret and restricted keys must remain server-side. Webhook signing secrets are separate per endpoint and environment and must not be treated as API keys or exposed to clients.,`REQUIRED`
5,phase-5.md,93,Stripe requirements,,STRIPE-007,STRIPE,"The Payment Element may collect and tokenize payment information and drive confirmation/authentication, but the backend must create or authorize payment objects and independently establish the final application result.",`REQUIRED`
5,phase-5.md,94,Stripe requirements,,STRIPE-008,STRIPE,"A return URL or client callback must never be the sole trigger for marking a booking paid, issuing a credit, sending an official paid-game confirmation, or performing another irreversible entitlement action.",`REQUIRED`
5,phase-5.md,95,Stripe requirements,,STRIPE-009,STRIPE,The webhook endpoint must verify the `Stripe-Signature` using the endpoint’s signing secret and the exact raw request bytes before JSON transformation or business processing. Invalid signatures must not create durable financial effects.,`REQUIRED`
5,phase-5.md,96,Stripe requirements,,STRIPE-010,STRIPE,"IP allowlisting, when used, must remain defense in depth and must not replace signature verification.",`REQUIRED`
5,phase-5.md,97,Stripe requirements,,STRIPE-011,STRIPE,"Webhook ingestion must keep a ledger keyed by Stripe event ID, recording event type, API version, object ID, receipt time, processing status, attempt count, last error, and completion time. The event ID must be unique locally.",`REQUIRED`
5,phase-5.md,98,Stripe requirements,,STRIPE-012,STRIPE,"Event handlers must tolerate out-of-order and delayed events. When correctness depends on current state, retrieve the relevant Stripe object or compare provider state and timestamps instead of assuming arrival order.",`REQUIRED`
5,phase-5.md,99,Stripe requirements,,STRIPE-013,STRIPE,"Webhook ingress should authenticate, validate basic structure, durably record the event, and acknowledge promptly; lengthy provider calls, notifications, reconciliation, and image-independent business work should be deferred to durable processing.",`STRONGLY RECOMMENDED`
5,phase-5.md,100,Stripe requirements,,STRIPE-014,STRIPE,"Stripe connection errors, API errors, and timeouts without a definitive response must be recorded as indeterminate, not assumed failed. Retry with the same idempotency key where permitted, then resolve through retrieval, webhook state, or reconciliation.",`REQUIRED`
5,phase-5.md,101,Stripe requirements,,STRIPE-015,STRIPE,"API version, SDK version, webhook endpoint version, and deserialization assumptions must be explicitly recorded and tested. Version changes must use a staged migration rather than silently changing live payload structure.",`REQUIRED`
5,phase-5.md,102,Stripe requirements,,STRIPE-016,STRIPE,"Test and live mode credentials, Customers, PaymentIntents, PaymentMethods, webhook endpoints, signing secrets, and operational dashboards must remain unambiguously separated.",`REQUIRED`
5,phase-5.md,103,Stripe requirements,,STRIPE-017,STRIPE,"Secret keys should be stored in a secret-management facility, restricted by resource and stable egress IP where feasible, periodically rotated, monitored in request logs, and immediately revoked after suspected exposure.",`STRONGLY RECOMMENDED`; `REQUIRED` for no frontend/source/log exposure
5,phase-5.md,104,Stripe requirements,,STRIPE-018,STRIPE,Payment methods saved for future use must be attached through a Customer-aware PaymentIntent/SetupIntent flow and associated locally with the owning application user. A method attached to another Customer must not be usable by the requester.,`REQUIRED`
5,phase-5.md,105,Stripe requirements,,STRIPE-019,STRIPE,"Saving a method must be an explicit product decision with appropriate user disclosure and future-use configuration. Use SetupIntents for setup without payment or `setup_future_usage` when saving during payment, subject to supported payment-method behavior.",`REQUIRED` when saving methods; otherwise `NOT APPLICABLE UNDER STATED CONDITIONS`
5,phase-5.md,106,Stripe requirements,,STRIPE-020,STRIPE,"Local saved-method data must be limited to identifiers and display metadata needed by the application—such as Stripe Customer and PaymentMethod IDs, type, brand, last four digits, expiry, and selected billing-display data. Full primary account numbers, CVC values, secret keys, or raw sensitive payment payloads must not be stored or logged.",`REQUIRED`
5,phase-5.md,107,Stripe requirements,,STRIPE-021,STRIPE,"Local payment-method metadata must be treated as a cache. Before a sensitive use, verify ownership and current Stripe state; handle detached, replaced, expired, or deleted methods without trusting stale local display data.",`REQUIRED`
5,phase-5.md,108,Stripe requirements,,STRIPE-022,STRIPE,"Logs may contain Stripe object IDs, event IDs, status, amount, currency, Stripe request ID, local correlation ID, redacted idempotency fingerprint, and error class. Logs must exclude secrets, full client secrets, Authorization headers, card/CVC data, and unredacted raw payloads containing unnecessary personal data.",`REQUIRED`
5,phase-5.md,109,Stripe requirements,,STRIPE-023,STRIPE,"Stripe Dashboard launch review must verify live/test mode, webhook URL and version, enabled event categories, recent delivery health, API/request logs, payment-method configuration, team roles, MFA, restricted-key scopes, and dispute notifications without recording secret values.",`STRONGLY RECOMMENDED`
5,phase-5.md,110,Stripe requirements,,STRIPE-024,STRIPE,"Subscribe only to event categories required by the implemented payment, refund, saved-method, and dispute flows. Unknown events must be safely recorded or ignored without failing the whole endpoint.",`STRONGLY RECOMMENDED`
5,phase-5.md,116,Financial consistency requirements,,FIN-001,FIN,"The PaymentIntent is the primary Stripe payment-lifecycle object. Charges may be retained as attempt/settlement references, but local payment status must not be inferred from “a Charge exists” when the PaymentIntent is nonterminal or has multiple attempts.",`REQUIRED`
5,phase-5.md,117,Financial consistency requirements,,FIN-002,FIN,"PostgreSQL must be authoritative for booking status, capacity, application-credit ledger, administrative reason, and user-visible financial history. Stripe remains authoritative for Stripe payment, refund, PaymentMethod, Customer, and dispute state.",`REQUIRED`
5,phase-5.md,118,Financial consistency requirements,,FIN-003,FIN,"Local state must include a non-success representation for payment states such as awaiting method, awaiting confirmation/action, processing, failed, canceled, and provider outcome unknown. Unsupported provider states must not default to success.",`REQUIRED`
5,phase-5.md,119,Financial consistency requirements,,FIN-004,FIN,A synchronous Stripe response and a webhook may race. Both paths must call the same idempotent transition rules or otherwise use database concurrency controls so an older observation cannot overwrite a newer authoritative state.,`REQUIRED`
5,phase-5.md,120,Financial consistency requirements,,FIN-005,FIN,"Provider timestamps, local observation timestamps, event IDs, and object IDs must be retained sufficiently to explain ordering and prevent blind last-writer-wins updates.",`STRONGLY RECOMMENDED`
5,phase-5.md,121,Financial consistency requirements,,FIN-006,FIN,"The booking-versus-payment sequence must use one documented policy: pending booking with capacity hold, booking after confirmed payment, or another compensating design. No design may assume atomic commit across Stripe and PostgreSQL.",`REQUIRED`; exact policy `CONTEXT-DEPENDENT`
5,phase-5.md,122,Financial consistency requirements,,FIN-007,FIN,Capacity reservation and checkout creation must be concurrency-safe. Multiple simultaneous checkouts for the same user or last available place must not each create independent confirmed entitlements.,`REQUIRED`
5,phase-5.md,123,Financial consistency requirements,,FIN-008,FIN,"When Stripe succeeds but the local booking transaction fails, the system must preserve the provider identifiers and mark the operation unresolved for retry, compensation, refund, credit, or operator review; it must never discard evidence of the successful payment.",`REQUIRED`
5,phase-5.md,124,Financial consistency requirements,,FIN-009,FIN,"When local preparation succeeds but Stripe fails definitively, the local reservation or pending booking must be released, expired, or remain explicitly unpaid according to policy. It must not be presented as paid.",`REQUIRED`
5,phase-5.md,125,Financial consistency requirements,,FIN-010,FIN,"A booking canceled while payment is processing must remain in an explicit race-resolution state until the payment reaches a provider outcome; if payment later succeeds, the configured compensation path must run exactly once.",`REQUIRED`
5,phase-5.md,126,Financial consistency requirements,,FIN-011,FIN,"Every refund request must reference a specific local payment and Stripe payment/charge, validate currency and amount against the current remaining refundable amount, and carry a unique business-operation key.",`REQUIRED`
5,phase-5.md,127,Financial consistency requirements,,FIN-012,FIN,"A local refund record should be created as requested/pending before or atomically with durable scheduling of the provider action; provider success, pending, failure, and unknown outcome must be represented separately.",`REQUIRED`
5,phase-5.md,128,Financial consistency requirements,,FIN-013,FIN,"If the refund provider call succeeds but the local commit fails, retry/retrieve with the same operation identity and reconcile the Stripe Refund before creating another. If local state commits but provider execution fails, retain a failed or unresolved operation rather than marking refunded.",`REQUIRED`
5,phase-5.md,129,Financial consistency requirements,,FIN-014,FIN,"Application credits should be represented by an append-only or correction-based ledger of issuance, spend, reversal, expiration, refund-to-credit, promotion, and administrative adjustment. A mutable balance alone is insufficient as the sole record.",`STRONGLY RECOMMENDED`
5,phase-5.md,130,Financial consistency requirements,,FIN-015,FIN,"Credit issuance, spend, reversal, and refund-to-credit operations must have unique idempotency keys and immutable links to their originating booking, payment, cancellation, promotion, or administrative action.",`REQUIRED`
5,phase-5.md,131,Financial consistency requirements,,FIN-016,FIN,Concurrent credit spending must lock or atomically condition the spend against the available balance. A read-then-write sequence without concurrency control is prohibited.,`REQUIRED`
5,phase-5.md,132,Financial consistency requirements,,FIN-017,FIN,Amounts must use exact decimal or integer-minor-unit representation together with an explicit currency; binary floating-point must not be used for financial balances or refund arithmetic.,`REQUIRED`
5,phase-5.md,133,Financial consistency requirements,,FIN-018,FIN,"Whether negative balances, transferability, expiration, mixed credit/card tender, and partial credit use are permitted must be explicit product policy enforced by constraints and tests, not emergent behavior.",`CONTEXT-DEPENDENT`
5,phase-5.md,134,Financial consistency requirements,,FIN-019,FIN,"Administrative financial actions must require least-privilege authorization, current-state revalidation, a reason, preview of amount/currency/effect, explicit confirmation, operation idempotency, and an immutable audit record.",`REQUIRED`
5,phase-5.md,135,Financial consistency requirements,,FIN-020,FIN,MFA or recent reauthentication should protect privileged financial administration. Phishing-resistant authenticators should be favored for higher-risk staff. Separation of duties or dual approval is context-dependent based on transaction value and organizational risk.,MFA: `STRONGLY RECOMMENDED`; dual control: `CONTEXT-DEPENDENT`
5,phase-5.md,136,Financial consistency requirements,,FIN-021,FIN,"Manual status correction must not rewrite provider history to fabricate a Stripe outcome. It should record an override or resolution with actor, reason, prior value, evidence, and reconciliation disposition.",`REQUIRED`
5,phase-5.md,137,Financial consistency requirements,,FIN-022,FIN,Dispute events and current Dispute objects must update a local dispute record and trigger administrative review. Booking and credit effects must follow explicit policy rather than automatically assuming the original payment never existed.,`REQUIRED` for technical readiness; effects `CONTEXT-DEPENDENT`
5,phase-5.md,138,Financial consistency requirements,,FIN-023,FIN,"Reconciliation must compare Stripe PaymentIntents, Charges where needed, Refunds, and Disputes with local payments, refunds, bookings, and credits. It must detect missing records, amount/currency/status mismatches, duplicate mappings, and unresolved operations.",`REQUIRED`
5,phase-5.md,139,Financial consistency requirements,,FIN-024,FIN,"Reconciliation must paginate provider results, observe API limits, checkpoint progress, and be safely resumable. Frequency must be selected from transaction volume, asynchronous payment methods, dispute exposure, financial materiality, and staffing rather than a universal interval.",Mechanics `REQUIRED`; frequency `CONTEXT-DEPENDENT`
5,phase-5.md,140,Financial consistency requirements,,FIN-025,FIN,User notifications with financial meaning must be generated from committed state through a transactional outbox or equivalent durable mechanism and must be idempotent.,`STRONGLY RECOMMENDED`; `REQUIRED` where notice is part of a financial promise
5,phase-5.md,185,R2 and secure-upload requirements,,STORAGE-001,STORAGE,R2 credentials must remain server-side or in trusted workers. Browser uploads must use presigned URLs or temporary scoped credentials rather than long-lived Access Key ID/Secret Access Key pairs.,`REQUIRED`
5,phase-5.md,186,R2 and secure-upload requirements,,STORAGE-002,STORAGE,"Each service token must use the least R2 permission and narrowest bucket scope that supports its role. Read-only delivery, upload/processing, deletion, and configuration administration should not automatically share one broad credential.",`STRONGLY RECOMMENDED`; `REQUIRED` where broad scope is unnecessary
5,phase-5.md,187,R2 and secure-upload requirements,,STORAGE-003,STORAGE,"Development, test, and production objects must be separated by distinct buckets or equivalently strong account/bucket controls. Production credentials must not be used in local development or CI jobs that do not need production data.",`REQUIRED`
5,phase-5.md,188,R2 and secure-upload requirements,,STORAGE-004,STORAGE,Buckets must remain private unless a documented object category is intentionally public. Public access through `r2.dev` must not be used for production delivery.,`REQUIRED` for nonpublic content
5,phase-5.md,189,R2 and secure-upload requirements,,STORAGE-005,STORAGE,"Private moderation evidence, identity-related images, attachments not intended for global publication, abandoned uploads, unvalidated originals, and deleted/hidden content must never be public by default.",`REQUIRED`
5,phase-5.md,190,R2 and secure-upload requirements,,STORAGE-006,STORAGE,"Object keys must be generated by the backend, collision-resistant, and bound to an authorized owner/category. User filenames may be stored as sanitized display metadata but must not control the actual key or path.",`REQUIRED`
5,phase-5.md,191,R2 and secure-upload requirements,,STORAGE-007,STORAGE,"Object keys should avoid personal data and stable sensitive identifiers where not operationally necessary. Environment and object-category prefixes are permissible, but authorization must not depend on key secrecy.",`STRONGLY RECOMMENDED`
5,phase-5.md,192,R2 and secure-upload requirements,,STORAGE-008,STORAGE,"Overwriting an existing key must be prohibited for untrusted direct uploads unless replacement is an explicit, concurrency-controlled operation. Prefer immutable/versioned keys for published assets.",`REQUIRED`
5,phase-5.md,193,R2 and secure-upload requirements,,STORAGE-009,STORAGE,"A presigned URL must be issued only after authenticating the user, authorizing the object category and owner, creating the object key server-side, and applying the application’s configured upload limits.",`REQUIRED`
5,phase-5.md,194,R2 and secure-upload requirements,,STORAGE-010,STORAGE,"Presigned URLs must be method-, bucket-, and object-key-specific and use the shortest expiry compatible with the workflow. Signed `Content-Type` may be used as a preliminary constraint, but it is not content validation.",`REQUIRED` for method/key binding; expiry selection `CONTEXT-DEPENDENT`
5,phase-5.md,195,R2 and secure-upload requirements,,STORAGE-011,STORAGE,"Presigned URLs must be treated as bearer secrets and excluded from logs, analytics, support transcripts, referrer-bearing links, and persistent client storage. The same URL may be replayed until it expires; it is not inherently one-time-use or immediately revocable.",`REQUIRED`
5,phase-5.md,196,R2 and secure-upload requirements,,STORAGE-012,STORAGE,"Browser access to presigned or custom-domain R2 endpoints must use a narrow CORS policy listing intended production origins, methods, and headers. CORS is not an authorization control.",`REQUIRED` for browser cross-origin use
5,phase-5.md,197,R2 and secure-upload requirements,,STORAGE-013,STORAGE,"Direct-upload workflows must create a durable upload-session record before issuing authorization, including owner, intended category, object key, expected type/limit policy, expiry, and status.",`REQUIRED`
5,phase-5.md,198,R2 and secure-upload requirements,,STORAGE-014,STORAGE,"Client claims that an upload completed must be treated as a request to verify, not as proof. The backend or worker must perform `HEAD`/read checks for the expected key, size, metadata, and, where used, checksum/ETag before linking or publishing.",`REQUIRED`
5,phase-5.md,199,R2 and secure-upload requirements,,STORAGE-015,STORAGE,"An uploaded object must remain in an unvalidated, private, or quarantine state until file validation and required image processing succeed. Publication must be a separate state transition.",`REQUIRED`
5,phase-5.md,200,R2 and secure-upload requirements,,STORAGE-016,STORAGE,"Validation must use defense in depth: allowlisted extension where filenames are accepted, declared MIME check, independent signature/magic-byte check, and full image decoding. No single check may be treated as sufficient.",`REQUIRED`
5,phase-5.md,201,R2 and secure-upload requirements,,STORAGE-017,STORAGE,"The application must define business-appropriate byte-size, width, height, total-pixel, frame-count, and processing-time limits. Exact values are product/workload decisions, but enforcement before publication is mandatory.",Limits `REQUIRED`; exact values `CONTEXT-DEPENDENT`
5,phase-5.md,202,R2 and secure-upload requirements,,STORAGE-018,STORAGE,"Image processing must run with memory, disk, CPU/runtime, dimension, and sequence/frame limits and with unnecessary external delegates or dangerous coders disabled.",`REQUIRED` for untrusted image processing
5,phase-5.md,203,R2 and secure-upload requirements,,STORAGE-019,STORAGE,"SVG must be rejected, sanitized by a purpose-built process, or rendered into a safe raster form before public use. Serving arbitrary user SVG inline as ordinary trusted imagery is not acceptable.",`REQUIRED` unless SVG is explicitly excluded
5,phase-5.md,204,R2 and secure-upload requirements,,STORAGE-020,STORAGE,"Animated/multi-frame images must be explicitly accepted or rejected. If accepted, frame count, aggregate decoded size, processing time, and output behavior must be bounded.",`REQUIRED` when animation is accepted; otherwise reject
5,phase-5.md,205,R2 and secure-upload requirements,,STORAGE-021,STORAGE,Re-encoding validated raster images and stripping unnecessary EXIF and other metadata is strongly recommended for public profile and venue images. Orientation should be normalized before metadata removal.,`STRONGLY RECOMMENDED`
5,phase-5.md,206,R2 and secure-upload requirements,,STORAGE-022,STORAGE,"Antivirus or malware scanning is risk-based rather than universally mandatory for a tightly constrained decode-and-reencode raster-only workflow. It becomes strongly indicated when originals are retained/downloadable, broad formats are accepted, or files may be passed to other parsers.",`CONTEXT-DEPENDENT`
5,phase-5.md,207,R2 and secure-upload requirements,,STORAGE-023,STORAGE,"Database image records must track owner, category, original key if retained, derived keys, validation state, visibility, byte size, detected type, hash/ETag where useful, creation/update times, and deletion state. Provider metadata alone must not encode application authorization.",`REQUIRED`
5,phase-5.md,208,R2 and secure-upload requirements,,STORAGE-024,STORAGE,Original and derived objects must have explicit relationships. A thumbnail failure must not silently mark the image fully published if required derivatives are absent.,`REQUIRED` where derivatives are required
5,phase-5.md,209,R2 and secure-upload requirements,,STORAGE-025,STORAGE,"Published responses must send the detected output `Content-Type`, appropriate `Content-Disposition`, and cache policy. User-provided metadata must not control unsafe response headers. `X-Content-Type-Options: nosniff` should be applied at the delivery layer.",`REQUIRED` for correct type/header safety; `nosniff` `STRONGLY RECOMMENDED`
5,phase-5.md,210,R2 and secure-upload requirements,,STORAGE-026,STORAGE,Published assets should use immutable/versioned object keys with long-lived caching where appropriate. Replacing bytes under one public key requires explicit cache-purge handling and should not be the default.,`STRONGLY RECOMMENDED`
